"listName","orgName","infos__InfoId","infos__TYWebsite","infos__Name","infos__Toldescribe","infos__Add","infos__Zipcode","infos__Travellinginfo","infos__Opentime","infos__Px","infos__Py","infos__Website","infos__Parkinginfo","infos__Ticketinfo","infos__Remarks","infos__Tel","infos__Fax","infos__Changetime"
"","","1015","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1015","中壢老街溪步道","      老街溪及新街溪流經南桃園精華都會區，在老街溪、新街溪水岸整治計畫相繼實施後，新增建兩條特色步道─「老街溪河濱步道」與「新街溪河濱步道」，不但豐富了旅遊的面向，也為城市休憩生活帶來許多改變，讓民眾在繁忙的都會區中也能在綠意盎然的親水步道中放鬆身心，配合光彩奪目的夜間燈光秀，以及周邊新勢公園、河川教育中心等相關設施，成為南桃園假日休閒新地標。            源自龍潭的老街溪，向北一路流經了平鎮、中壢、大園等區域，也因為途中流經了中壢老街而得名，可說是中壢市重要河川。早期的老街溪呈現中度至嚴重污染程度而影響了河川生態，為了改善整體水岸空間與居住的生活品質而將其拆除，經過兩年時間的整治，終於讓老街溪蛻變成為一處老少咸宜的親水空間。            老街溪步道起點在振興西路三崇橋，終點環北路老街溪橋，交通來往相當方便。若是從翠堤橋出發，不但可連接中壢舊社與平鎮新勢公園河川、河川教育中心，還可一路沿著溪畔步道漫步，兼具觀景、休閒功能，讓人步行其中也不感疲累。而翠堤橋本身以弧形優美的橋身橫跨溪流，入夜後點上燈光流洩柔美的氛圍，與相距不遠處的中央橋相映成輝，還有休閒運動的居民沿途說笑，也讓入夜後的老街溪更加熱鬧。      同樣為河川整治重點的「新街溪」，流經了中壢與平鎮市區，與老街溪並列為中壢區的兩大河川，目前已規劃成為3公里長的親水帶狀河濱綠園帶，沿著新街溪的河流兩側新建長約1.5公里的河濱步道，成為當地居民散步、運動的主要去處。      自新街溪步道的起點「福德橋」一路南行，分成「忠福段」與「溪洲段」，其中「忠福段」以綠意景觀著稱，沿著溪畔步行除了可欣賞特色的河堤生態，途經有著茂密林蔭的中壢藝術園區，園內擁有各式藝術雕像與休閒運動設施提供民眾休憩，堤防上的櫻花步道也相當值得一探。      來到延平路進入溪洲街後，就進入了新街溪河濱步道的「溪洲段」，全長約1公里，就介於普義路的新街橋和中山路的福德橋之間，沿途設有木棧道方便行走，還可串連仁海宮與聖蹟亭，來一趟人文采風之旅。","320桃園市中壢區中正路到環北路、溪洲街到福德橋","320","1.搭乘火車至「中壢火車站」後，再轉搭新竹客運301號市區公車於「新勢國小站」下車，往新勢公園翠堤橋方向步行約10分鐘可抵老街溪步道。  2.搭乘火車至「中壢火車站」後，沿中和路左轉接中山路2巷可抵新街溪步道。","全年無休","121.21503","24.95053","","路邊停車","免費","老街溪步道入口位於新勢公園鄰近老街溪處，可一路步行至翠堤橋、新勢公園、老街溪河川教育中心等多處景點。","886-3-3322101","886-3-3322101","2017/01/17 11:26:05"
"","","1017","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1017","三龜戲水","      「三龜戲水」是巴陵地區最具代表性的美景之一，大漢溪可說是桃園市最主要的河川，此處因大漢溪上游發源自群山深處的玉峰溪與三光溪，穿越群山繞行，於下巴陵前匯聚為大漢溪，三條溪於此交會，因河道曲折大漢溪在此迴繞多次，經過長期侵蝕沖刷形成溪流與山巒交錯的景觀，從山路遠望山谷，就像三隻烏龜的頭，加上延伸的山巒形似龜背，形成了特別的三龜戲水景象，是前往巴陵地區旅遊必訪景象，也是拉拉山最具代表性的美景之一。            「三龜戲水」的美名最初其實是源自於原住民的神話傳說，也因為來自於地形受到河水侵蝕與風化的作用，而產生了交錯的山谷地形與高聳的峭壁，而如此匯聚的形式也為巴陵增添神秘的色彩。桃園市政府為了推廣這處天然的美麗風光，特地設置了一座觀景平台，若是沿著拉拉山一路而上，前行至桃116道路5.2k處，就可以看到這處座落於崖邊、海拔高度約一千公尺的觀景木平台。      這是一處新興的景點，就位在拉拉山風景特定區的主要動脈─桃116線上，在民國一○三年落成啟用後，讓前來拉拉山遊賞的民眾可循線環山而上，沿線可欣賞秀麗的山景，到了觀景平台最適合停下車子駐足欣賞這鬼斧神工的美景，不但可做為旅途中的休憩點，也是觀賞「三龜戲水」自然奇景的最佳地方之處。      觀景平台設計分成上下兩層，也讓觀景視野無限延伸，上層是洗石子平台，提供遊客停車前往休憩；下層則是木製平台，寬廣的空間設計讓人可感受輕鬆的山野氣息。身處觀景平台，最美的就是可以眺望拉拉山特有的三龜戲水谷曲流景觀，若天氣晴朗時，甚至可以欣賞到遠處山頭籠罩著一片薄霧的美麗景色。      站在這個置高處，除了俯瞰令人讚嘆的山川美景，也可以遠眺新舊兩座巴陵大橋，山間散落的小屋錯落有致，放鬆身心之餘，也感受到人的渺小與天地間的寬闊。      另外，也可串遊「拉拉山巴陵古道」，在此也可欣賞「三龜戲水」不同面向的自然美景，從拉拉山生態園區入內，沿著蝴蝶館、甲蟲館依序向下接幽境步道就可以抵達，在此可俯瞰山水如畫的自然美景，令人讚嘆大自然的美妙。","336桃園市復興區桃116線5.2k處旁平台","336","可於桃園總站或中壢站搭乘桃園客運於中巴陵站下車。","全年無休","121.39278","24.68328","","路邊停車","免費","","886-3-3912761","886-3-3913072","2017/01/17 11:23:58"
"","","1019","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1019","爺亨梯田","      爺亨梯田位於巴陵西南側的爺亨里，爺亨地區向來以「梯田」及「溫泉」聞名，許多攝影行家喜歡來此捕捉台灣難得的梯田景象，攝影點以爺亨對岸的三光最佳，可在此捕捉綿延起伏、線條優美的梯田景觀，成為北橫旅途中令人難忘的經典畫面。            爺亨為泰雅族原住民的部落，就位在北橫馬里闊丸溪畔，擁有桃園復興區內僅次於角板山的第二大台地，曾有「後山穀倉」之美稱，可由下巴陵轉光華道路進入，雖然爺亨部落不是熱門的觀光勝地，卻也因此保留了山區部落原始的純樸樣貌。      在靜謐的山中小村落裡，有著從日治時期推行高山稻作所修築的梯田，由於當時推廣的是稻米耕種，於是動員了當地的泰雅族居民一同從山頂的地方開闢梯田直到溪底，再引入山泉水灌溉，形成部落內最美麗的梯田景觀，在興盛時期高達一千兩百階，落差更達一千公尺以上，自給自足的方式不僅為居民帶來安定的生活，也為部落景觀增色不少。      若是想觀賞層次分明的梯田全貌，可從爺亨對岸的往三光的公路上捕捉美景，欣賞綠意梯田與遠處山巒、藍天交織出的美麗畫面，令人心曠神怡。除了觀賞深具幾何線條之美的稻田景觀，可見低矮的房舍錯落在梯田之間，筆直的道路將梯田一分為二，偶有車輛穿梭其中，悠閒的生活步調讓都市人嚮往這一片田園生活。            也有遊客不甘於遠眺這梯田景觀，喜歡近距離觀賞山中部落的原始風貌，由於爺亨梯田屬於山地管制區的範圍，在進入部落旅遊前，必須先要辦好甲種入山證才能夠深入探訪爺亨之美。      以往的爺亨梯田種植的是水稻，一年四季的景觀隨著水稻的生長而輪轉，從播種時的秧苗到成熟時的綠油油一片，最後是收割前的金黃色稻穀，格外動人；而農夫在田中辛苦工作，讓人不知不覺忘了時間的流逝，直至夕陽西下，形成一幅在城市中難得一見的鄉村風情畫。      近年來爺亨部落不讓拉拉山的水蜜桃專美於前，改種每年五月為盛產季節的水蜜桃─媽媽桃，除了因產季正值母親節前後，栽種的果農也有單親、年齡超過六十歲以上的泰雅族媽媽而得名，果肉細緻甜美多汁，來訪的遊客千萬別錯過了。","336桃園市復興區爺亨道路","336","無","山地管制區，前往參觀須先辦理甲種入山證。","121.38151","24.67434","","路邊停車","免費","","886-3-3322101","886-3-3322101","2017/01/17 11:16:56"
"","","1264","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1264","龍岡森林公園","龍岡大操場周邊這座萬坪森林公園的啟用，使以往缺乏大型公園的龍岡地區因而有較完整的休閒用地。龍岡公園經過整治，成為一座綠意盎然的景觀公園。大家可近距離擁抱大自然、讓寵物在空地盡情奔跑、享受樂活無比的健康生活！          龍岡森林公園是一座政府補助設置的環保及空氣品質淨化休閒綠地，也是中壢區第六個空品區。園區佔地2.5公頃，種有黑松、肯氏南洋杉、樟樹以及原有的300株喬木等多樣樹種，隨著四季變換繽紛景色，抬頭觀看參天林木，別有心曠神怡的暢懷自在。園內並植有百慕達草毯，適合全家大小帶著輕食來一場郊外野餐，感受陽光、微風、草地中的親子同樂時光。公園多處設有洗手台並有簡易公廁，打造乾淨又舒適的環境。       來龍岡森林公園，除了可以在環場步道健走，大口「森｣呼吸清新空氣，體驗芬多精和負離子帶來的舒放，還能踩著單車，不疾不徐的調整身心，車道全長1073公尺，隨時都能展開一場乘風之旅，公園內還有籃球場與兒童遊樂設施，讓大小朋友自在享受盡情揮灑汗水。如果想要較為靜態的活動，在中央廣場、花架廊道散步也是不錯之選。公園設置太陽能地底燈、公園燈、投樹燈以及具軍事特色的龍岡堡壘LED光牆，夜晚有別於白天的柔和美感，也提升夜間活動時的安全度。     ","320桃園市中壢區龍岡路三段與262巷交叉口","320","1)	搭乘桃園客運112南線「中壢－陸專｣、115甲線「中壢－平東路｣、5008線「桃園－中壢(經龍岡)｣、5011線「桃園－中壢(經竹巷)｣、5050線「中壢－石門水庫(經員樹林)｣、5091線「中壢－上巴陵－林班口｣、5098線「中壢－大溪(經官路缺)｣於馬祖社區站下即抵    2) 搭乘桃園免費公車L211東勢藍線於森林公園站下即抵","全年無休","121.23575","24.93391","","路邊停車","免費","夏日及傍晚蚊蟲較多，請做好防蚊措施","886-3-3322101","886-3-3322101","2017/01/05 23:36:12"
"","","1171","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1171","南崁溪水岸公園","南崁溪流經龜山、桃園、蘆竹等三大區域，沿線的六座水岸公園賦予城居者無須遠遊即能親水賞綠的美好確幸，實踐樂活至上的生活態度。    ■龜山第一河濱公園－龜山區同心二路旁    在廣大的青翠綠地與潺潺溪水的環抱之下，除了設置多種球類場地，並規劃兒童遊樂區與老人休閒區，一家大小皆能在此盡情遊玩。園內另展示軍用除役武器；坦克車、戰鬥機、防空砲、船錨等，宛若小型軍史博物館。藍色橋體的星月橋，生動造型頗具特色，炫目光雕更為夜晚增添水岸變化萬千的風情。      ■桃園第一河濱公園－南崁溪順水右岸，從成功橋向下游至天助橋段    大型愛心球、幸福廣場、紅色LOVE大型造景、四夜草涼亭、心鎖步道，以及鋼骨打造的青溪彩虹橋，夜幕低垂時的絢爛光影投影在河水上，浪漫打造超人氣的約會勝地。      ■檜稽河濱公園－桃園區三元街、天助橋旁    沿岸設置草皮、綠帶、休閒步道、自行車道，讓人可以一邊健走、追風，同時親近大自然。還可登上觀景平台欣賞水岸豐富生態，悠閒享受遼闊視野。      ■寵物示範公園－桃園區民光東路旁    專為寵物設置的爬梯、輪胎圈及獨木橋等遊樂設施，讓寵物可以在安全的環境活動跑跳。公園內設有清洗設備、狗便垃圾桶(附有塑膠袋)，賦予來訪者清潔的休閒場域，公園規模雖僅有0.3公頃，但卻精緻而完整，是個遛寵物的好去處。    ■經國環保公園－桃園區經國路旁    林蔭盎然的園區設有休閒步道，讓人在都市叢林中也能輕鬆暢遊漫步趣。園內的寵物專屬溜放區，設置遊戲輪胎圈、遊戲坡道，且有飲水設施與清洗區，一應俱全。       ■光明河濱公園－蘆竹區光明路二段旁    佔地約2.1萬平方公尺的光明河濱公園，除了有籃球場及符合各年齡層的體健設施，是在地居民運動休憩的好去處，大片綠草如茵，與園內30株富士櫻，每逢冬末至初春緋紅翠綠交織，更增添水岸悠然韻味。      	  		  			   		  	    ","338桃園市蘆竹區南崁溪沿岸","338","1.	桃園客運：5009、5057、5065、9102  2.	國光客運：1803  3.	新竹客運：5675","全年無休","121.28732","25.04642","","路邊停車","免費","國道一號下桃園交流道後接台四線","886-3-3322101","886-3-3322101","2017/01/05 23:29:57"
"","","1163","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1163","阿姆坪薑母島","也許你不知道枕頭山，但你一定聽過薑母島－紅極一時的偶像劇《命中注定我愛你》杜撰此名，並在此地取景。位於阿姆坪碼頭對岸的薑母島，最內行的玩法就是搭船遊湖，沿途欣賞石門水庫的山色水景、登島參拜靜靜守護島上二十多戶的百年土地公、賞玩漂流木藝品，雲霧繚繞下彷彿走進陶淵明筆下的桃花源。         閩南語稱作「鴨母坪」的阿姆坪，位於石門水庫中游右岸，屬大漢溪河階台地，相傳先民呂阿姆初到此開墾時養了一群鴨子，因而得名。以往每逢假日，阿姆坪的景觀飯店、大型露營區、越野體能場，總是吸引大批旅客前來享受這片一望無際的碧綠水岸與原始綠林，後來因水源地限制開發的緣故，漸漸退去了觀光熱點的光環，轉型為觀察自然生態的悠然秘境。由阿姆坪停車場旁的生態公園開啟這趟觀湖之旅，走在大樹成蔭的碎石步道，聆聽啁啾鳥鳴，或是在涼亭欣賞白鷺鷥飛翔的優雅姿態，把自己完全融入這片忘憂風景。       接著滿懷興奮感坐上渡船環湖，實際置身在耳聞已久的「迷你版長江三峽」令人覺得難以置信！循著蜿蜒水道，行經龍珠灣、夢幻草原(二奶山)、石秀灣瀑布、長興斷橋、情人島等景點，遙想那沉入滔滔河水中的古今軼事。在旅程的壓軸景點-薑母島上岸，除了在地居民手作漂流木藝品，竹筍、柑橘、鳳梨等山產都是不錯的伴手禮，嚐嚐炸溪蝦、炸溪哥、炸地瓜更是不容錯過，最後前往百年土地公廟，感受洗滌身心的愜意。    ","335桃園市大溪區環湖路","335","搭乘桃園客運5099線【大溪→阿姆坪(經懷德橋)】、5107線【蝙蝠洞→大溪(繞駛台7線阿姆坪地區及台7線美華地區)】於阿姆坪碼頭站下，並搭乘渡船即抵薑母島","全年無休","121.30491","24.81375","http://www.wranb.gov.tw/mp.asp?mp=4","阿姆坪停車場  路邊停車","遊艇費用視遊程而定","阿姆坪渡船班次及遊程可洽詢：0910-395821、0952-395821  各遊程皆須達到最低人數方可成行  渡船上具景點導覽解說","886-3-4712000#101","886-3-4712981","2017/01/05 23:25:26"
"","","991","travel.tycg.gov.tw/zh-tw/Travel/Attraction/991","耀輝牧場","座落於楊梅區瑞原里12鄰91-4號，為兼具生產與休閒之畜牧場，牧場內不僅提供多項體驗(乳牛餵食、休閒垂釣、乳牛生態導覽、榨乳教學、滾牧草、DIY教學)還有露營、烤肉等服務。走進耀輝牧場，伴隨的是蟲鳴鳥叫聲及各種動物的禮讚，讓人感受到陽光、親切的鄉村氣息。","326桃園市楊梅區瑞原里12鄰91-4號","326",""," ","121.12281","24.91740","","","","","886-3-4758049","886-3-3322101","2017/01/05 22:55:26"
"","","989","travel.tycg.gov.tw/zh-tw/Travel/Attraction/989","泉園休閒農場","農場位於蘆竹區之大古山地區，將以打造一座花、果及生態體驗園區為主軸，以自然生態及農業文化體驗，提供遊客到訪時能感受到濃厚的田園生活。農場規劃農村生活體驗區、生態魚池體驗區、有機蔬果體驗區、拈花惹草體驗區、蘆竹及百合復育區等主題活動，豐富農場體驗內容，以呈現獨特的休閒農業風采。","338桃園市蘆竹區坑子口段後壁厝小段(該場未設地址，詳細位置請電話洽詢業者)","338","","周一至周日11:00-18:00 / 採事前預約制","121.27498","25.09613","","","","","886-9-88530337","886-3-3322101","2017/01/05 22:52:28"
"","","987","travel.tycg.gov.tw/zh-tw/Travel/Attraction/987","小木屋休閒農場","茶農子弟因緣際會將傳統農業改變成休閒農場，以生態工法種植稻米， 復育生態魚與溼地植物等動植物，構築出「小木屋」，讓遊客體驗農村原有風貌。    小木屋原本是家族親人休憩的茶園，因主人愛好交友的性格使然，漸漸地「小木屋」成了朋友相聚的代名詞。小木屋以高架法建築，大量採用回收木材，避免對環境造成傷害；而山泉水貫穿其下，木屋後的荷花池佈滿綠意盎然的浮萍，園圃內利用木材自行發酵，堆製有機肥，提供遊客參觀。    在主人規劃、施工及設計之下，小木屋擁有完整的休閒娛樂與教育價值，美化了視覺、生活與身心靈等層面，宛若林間自然教室，營運後即受到各地人士矚目。","338桃園市蘆竹區坑子里貓尾崎12鄰1號","338","","AM10:00~15:00","121.34477","25.08179","https://www.facebook.com/%E5%B0%8F%E6%9C%A8%E5%B1%8B-%E7%AB%B9%E5%9C%83%E8%8C%B6%E5%9C%92-118404171576299/","備有停車場。約可停放20台汽車","","前往小木屋用餐，請先去電預約訂位。  公休日為彈性休假，也請先去電預約，免得白跑一趟","886-9-03693800","886-3-3322101","2017/01/05 22:47:51"
"","","1265","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1265","南崁溪水岸自行車道","多數城鎮都設有自行車道，但是能夠近距離欣賞水岸風光的倒是屈指可數，南崁溪水岸自行車道是少數成功融合自然地景的休閒車道，全長15公里，以公園綠地與造景橋串聯龜山、桃園、蘆竹、大園，單車行進間享受市區難得的開闊視野，白天夜晚各有不同風情。騎乘在自行車道上，原生魚種悠遊溪中，乾淨的水質吸引許多白鷺鷥在此覓食，加上就地取材的卵石砌成的河堤，宛如一幅生態風情畫。車道從龜山區南崁一號橋經虎頭山公園、至蘆竹區南崁溪橋，一路綿延的綠廊，種有九芎、流蘇、桃花、山櫻花等樹種，田野風情之外更增添綠活氛圍。            車道全程路況屬平坦，沒有大起伏的上下坡，適合一家人來趟單車輕旅行，車道設置路燈照明設施，沿途多個親水公園，設置生態池、自行車停放處、健走步道、球場、草坪、簡易兒童遊樂設施，提供多重休閒功能，龜山與蘆竹堤岸另有舊型打水幫浦。入夜後的南崁溪，亮點全在絢麗的景觀橋上；龜山第一河濱公園星月橋、桃園汴洲之美橋、桃園青溪彩虹橋、蘆竹南崁溪河濱公園竹夢橋等，隨著時間改變的光雕設計，將炫目彩光投射在橋身，富現代感的橋樑有別於白日的美感，讓人驚呼的美景，讓許多單車客佇足欣賞。 ","338桃園市蘆竹區南崁溪沿岸","338","1.	桃園客運：5009、5057、5065、9102  2.	國光客運：1803  3.	新竹客運：5675","全年無休","121.28732","25.04642","","路邊停車","免費","三民運動公園可租借uBike","886-3-3322101","886-3-3322101","2017/01/05 22:20:28"
"","","1266","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1266","桃園中正藝文特區商圈","吃喝玩樂別錯過，台北有信義計劃區，桃園有中正藝文特區！由最大地標－桃園展演中心延伸的南平路、新埔六街、大興西路的商圈範圍，鄰近國道，交通便捷，匯聚購物、美食，精彩無限的遊逛地圖，不只是桃園區人氣居高不下的精華消費地段，也是台北人外地樂遊首選，絕對令人「一遊未盡｣！    不管你是小資女還是多金男，都可以在中正藝文特區商圈入手最潮流的行頭，打造屬於自己的流行style！精品服飾、美妝藥鋪、飾品配件、潮流鞋包，從國際連鎖品牌到店家自行去國外採購的當季最夯單品，都各具特色，誰說最時髦的穿搭只能在百貨公司搞定?來藝文特區購入你的流行小物，還可以盡情享受穿梭巷弄挖寶的樂趣！就近還有桃園觀光夜市，眾多平價好物超好逛，讓你夜市續攤買不完！                逛街逛累了嗎?找家小店坐坐吧！中正藝文特區不只是時尚最前線，更是食尚聯合國！台式熱炒、美式漢堡、日式烤物、韓味炒年糕、泰式桌菜等各國風味料理，征服你挑剔的味蕾，適合三五好友齊聚享受美好食光。位於同德五街上的新興美食地標－「中茂新天地｣，除了有高檔超市JASONS，更引進老乾杯、滿堂紅等高級餐廳進駐，打造頂級食饗。此外還有專為家中寶貝打造的親子主題餐廳，球池、模型等超多樣的遊樂設施，就連大人都喜歡。如果想稍遠離嘈雜的逛街人潮，鑽進巷弄內的獨立咖啡廳，獨飲悠閒也不錯。用你的方式走逛中正藝文商圈，怎麼樣都好玩。 ","330桃園市桃園區展演中心周邊","330","1.	搭乘桃園客運117線【桃園－寶慶路口】、151線【桃園－同安街】、152【桃園－同安街】、GR線【桃園後站－捷運坑口站】，在世貿大樓站(中正藝文中心)下車即抵。     2.	搭乘統聯客運168線【內壢車站-會稽國中】，中正藝文特區站下車即抵。   3.	搭乘桃園客運、三重客運9005線【台北市東南區－國道1號－桃園市西北區】、9023線【台北市士林區-國道1號－桃園】於中正藝文特區站下車。","全年無休","121.29859","25.01614","https://www.facebook.com/artsshopping","路邊收費停車、桃園展演中心地下停車場","","桃園展演中心(同德六街)可租借uBike","886-3-3322101","886-3-3322101","2017/01/05 22:11:44"
"","","1270","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1270","泰雅小米園區","如果你對於小米的認知還停留在只是釀小米酒的原料，那就太可惜了！在泰雅文化中，許多傳統祭典都和小米息息相關。來一趟園區，導覽員帶你深入了解小米二三事，還可以體驗泰雅古禮，並了解族人與自然共生的智慧，絕對讓你收穫滿滿！    看到彩繪鮮豔的搗米杵和臼的入口意象，就表示你已經到小米園區了！大片農地即是小米種植示範區，後方規劃傳統建築物展示區，包括每戶人家必備的穀倉、用來監視是否有外敵來襲的瞭望台、以及雞舍和豬寮等，走進一旁的多功能展示教室，牆壁上搶眼的黑白幾何圖紋，可是藏了泰雅男女文面圖案，仔細點瞧還有口簧琴！屋內展示狩獵工具、竹簍、竹笛、苧麻等泰雅族人生活器具，每一項都是就地取材，看似簡單，卻隱藏著善用環境的生活態度。    每年1至7月是小米栽種期；冬季燒墾、播種，夏季摘穗、採收，隨之衍生出的祭典，就是泰雅悠久文化的表現，儀式中都必須有耆老出席，向祖靈祈福。小米園區有當季遊程規劃，讓你不再走馬看花！捲起衣袖，體驗小米搓搓樂、小米酒DIY、大啖小米風味餐，發揮創意自製小米幸運吊飾，原來小米這麼好吃又好玩！每年9月的祖靈祭，是泰雅族最重視的文化祭典之一，族人將今年所收穀物獻予祖靈以表感謝，祭典分為僅限部落族人參加以及可開放觀光客參與之場次，有機會一定要來祖靈祭，體驗「原｣氣滿滿的泰雅文化。     ","336桃園市復興區羅浮里4鄰94號","336","搭乘桃園客運5090線【桃園－上巴陵－林班口】、5091線【中壢－上巴陵－林班口】、5093線【大溪－羅浮－巴陵】、5094線【大溪－三光(沙崙子)－巴陵】、5104線【大溪－復興】、5109線【大溪－高遶(經羅浮) 】、中壢客運5301線【桃園－上巴陵－林班口】於羅浮站下，步行約550公尺即抵","週一休館08:00AM~5:00PM","121.36678","24.79515","https://zh-tw.facebook.com/tayantrakis","路邊停車","免費，另不定期有收費遊程","■遊程採預約制，請務必事先預約並遵從導覽解說員的講解與指示，嚴守部落禁忌與安全規範  ■夏日請做好防曬與防蚊蟲措施","886-9-26737877","886-3-3322101","2017/01/05 22:05:37"
"","","1273","travel.tycg.gov.tw/zh-tw/Travel/Attraction/1273","北橫公路自行車路線","覺得生活一成不變嗎?不如計畫一趟壯遊，讓新挑戰刺激你的無感人生！旅程目標－「完勝北橫公路．海拔千尺我不怕｣，這一次不搭車、不開車，挑戰高難度的單車冒險之旅，全長80公里的上坡路沒在怕，從大溪一路遊覽角板山、東眼山、巴陵，直闖宜蘭壯圍，沿途盡是好山好水好風景，遨遊壯闊天地，找回屬於你的熱情與初衷！    從北橫公路的起始點－大溪區慈康路出發，順行大溪陵寢、慈湖陵寢，透早尚未湧現人潮的兩蔣園區顯得格外清幽，持續緩上坡通過新百吉隧道，景觀餐廳與農場中的旅客悠閒身影，與疾速踩著雙輪的自己，成了有趣對比。進入復興區三民里前，多屬直線路段，是爭取時間、全力衝刺的好時機。徜徉在壯麗山巒與深具部落特色的裝置藝術，陸續經過圓山腳、新村至角板山形象商圈，可在此用餐、補充水分，到巴陵之前，此點為唯一可補充補給品的中繼站。    過角板山進入羅浮里，達陣北橫三大名橋之一的羅浮橋！眺望大漢溪絕美壯闊山谷，令人不自覺感到滿滿元氣。持續上坡通過榮華隧道、雪霧隧道，經昔日供應農業灌溉用水的榮華大壩後，便是以保育帝雉與藍腹鷴聞名的比亞外部落，與自然和諧共處的泰雅族人，精心營造的生活空間，讓旅客也有歸屬感。在蘇樂稍作停歇，儲備通往巴陵的體力；由巴陵大橋開始是一連串的陡升坡，是耐力與意志力的大考驗，騎到這已累積50公里的騎程，可別輕言放棄！過光華，征服一連串的髮夾彎後，攻頂北橫最高點－四稜，見海拔1170公尺的路標的興奮感，絕對令人難忘！順向下坡而行，至桃園與宜蘭交界處的西村，這趟跨境之旅即邁入尾聲。宜蘭境內騎程以下坡路段居多，行經明池國家森林遊樂區後，過了最後一大挑戰關卡－棲蘭髮夾彎，便能輕鬆自在攻下員山、宜蘭市，直達北橫公路最東端－壯圍公館，里程在此完美畫下句點。  ","335桃園市大溪區康莊路(起點)","335","■搭乘桃園客運5000線【桃園－至善高中(經大溪)】、  5090線【桃園－上巴陵－林班口】、5091線【中壢－上巴陵－林班口】、5096線【桃園－大溪(經更寮腳)】、5098線【中壢－大溪(經官路缺)】、5101線【大溪－鶯歌(經中新)】、5112線【中壢－大溪(經八德)】、中壢客運5301線【桃園－上巴陵－林班口】、702線【大溪－林口長庚】至新街尾站下，即抵桃園大溪端起點  ■搭乘台灣好行502線【小烏來線】於和平老街站下，即抵桃園大溪端起點(僅假日行駛)   ■搭乘葛瑪蘭客運791線【宜蘭轉運站－壯圍鄉公所－公館同安廟】、國光客運1787線【宜蘭－東港(經公館)】、至1788線【宜蘭－大福(經公館)】、1812線【台北－南方澳】公館站下，即抵宜蘭壯圍端起點","全年無休","121.28909","24.88456","","■桃園大溪端  →月眉停車場、橋頭停車場","免費","■總騎程約129.7公里  ■本公路彎道多、路狹窄、較多砂石車經過，下坡時請放慢車速  ■部分路段未設置緊急求助電話","886-3-3322101","886-3-3322101","2017/01/05 21:59:55"
"","","499","travel.tycg.gov.tw/zh-tw/Travel/Attraction/499","蓮座山觀音寺","當地人習稱觀音亭，現爲三級古績，建寺以來雖歷經多次整修，但仍維持著200餘年前的風貌與規模，成爲珍貴的文化資產，並於2013年獲選內政部「臺灣宗教百景」之一，頗具歷史意涵。    蓮座山獨峙於大漢溪中，其形勢猶如蓮花出水，因而得名。清嘉慶3年（西元1797年），由鍾尚儀等人鳩資創建募捐建佛寺於山岩，奉祀觀世音菩薩和十八羅漢金尊，名為觀音寺；至西元1904年（明治37）年，大溪仕紳鑑於廟宇有傾圮之虞，乃募金大事重修，並增建拜亭，西元1925（大正14）年再行鳩資徹底修繕，西元1934（昭和9）年將原拜亭改為歇山重簷拜亭，直至今日。    蓮座山觀音寺的建築受限於地形因素，不能作縱向發展，故為一座五門單殿式的廟宇，屋頂的形式為三川脊，正殿的前方有拜亭，此乃觀音寺建築上的最大特色，其屋頂採重簷歇山，內有八卦藻井。寺內的剪黏、泥塑維妙維肖，木雕、石刻、彩繪等皆古樸雅緻。    本寺的右側10餘公尺林蔭處設有敬聖亭（惜字亭），該亭亦為重要的古建造物，名為「奎星樓」，建於西元1936（昭和11）年。內奉文曲星君，是由紅磚砌成的三段式亭子，上、中二層題有對聯，亭身的龍吟虎嘯石刻栩栩如生，剪黏、雕塑精美細緻。    佛寺右側尚有祈求文風昌盛的奎星樓，供奉北斗七星中的魁星，爲庇佑文運之神明，這座奎樓尚具有敬惜字亭的功能，因此兼具字紙爐的構造及廟宇的飛簷筒瓦，上頭飾以吉獸磁磚及浮雕，十分華麗。奎樓旁另有小亭奉祀福德正神及樹神，小廟看來樸實無華，相傳觀音寺建廟之前即已存在，也頗具歷史。        更多介紹資訊：桃園古蹟建築","335桃園市大溪區瑞安路二段48巷28號 ","335","1.搭乘台灣好行巴士慈湖線於大溪老街站下車，沿康莊路接勝利路至台4右轉步行100公尺即抵，整體路程約2公里。  2.於桃園區桃園客運總站搭乘5096線、於中壢後站搭乘桃園客運5098線往大溪，在大溪下車，沿康莊路接勝利路至台4右轉步行100公尺即抵，整體路程約1.7公里。","05:00-18:30","121.28078","24.87210","http://www.lzm.tw/","約100格","免費","","886-3-3885674","886-3-3880415","2017/01/05 20:43:58"
